"ac_type"|"cn_ln"|"crew_aboard"|"crew_fatalities"|"date"|"flight_no"|"ground"|"location"|"operator"|"passengers_aboard"|"passengers_fatalities"|"registration"|"route"|"summary"|"time"|"total_aboard"
"Cessna 208 Caravan I"|"208-00082"|"1"|"1"|"August 14, 2000"|"?"|"0"|"Teslin Lake, British Columbia, Canada"|"RCMP-GRC Air Services"|"1"|"1"|"C-GMPB"|"Teslin - Dease Lake"|"The float plane took off, entered a steep climb, stalled and crashed into the water. The pilot's decision to depart from the unlit location was likely the result of the many psychological and physiological stressors encountered during the day. The pilot most likely experienced spatial disorientation precipitated by local geographic and environmental conditions and lost control of the aircraft."|"23:57"|"2"
"Piper PA-31-350"|"31-8152136"|"1"|"1"|"August 15, 2000"|"?"|"0"|"Lumber City, Georgia"|"Air Taxi"|"2"|"2"|"N801MW"|"Dothan, AL - Hazelhurst, GA"|"While on approach the airplane collided with trees and the ground and subsequently burst into flames.  Pilot's failure to follow instrument procedures and descended below approach minimums and collided with trees."|"08:25"|"3"
"Airbus A320-212"|"0481"|"8"|"8"|"August 23, 2000"|"072"|"0"|"Off Manama, Bahrain"|"Gulf Air"|"135"|"135"|"A4O-EK"|"Cairo - Manama"|"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a ""spatial disorientation"" to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude."|"19:30"|"143"
"Piper PA-31-350 Navajo Chieftain"|"31-8252024"|"1"|"0"|"August 25, 2000"|"57"|"0"|"Hilo Bay, Hawaii"|"Big Island Airlines"|"8"|"1"|"N923BA"|"Sightseeing"|"The aircraft, was on an around-the-island tour when it's right engine caught fire. While attempting an emergency landing at Hilo International Airport, the plane ditched into Hilo Bay. Eight people escaped from the plane before it sank in 100 feet of water. One passenger was not able to exit the plane and drowned. Possible failure of the turbo unit on the right engine."|"c 17:30"|"9"
"Cessna 208B Grand Caravan I"|"208B-0709"|"2"|"2"|"August 26, 2000"|"1644"|"0"|"Near La Fortuna, Costa Rica"|"SANSA"|"8"|"8"|"HP-1357AAP"|"San Jose  - La Fortuna - Tamarindo"|"The plane crashed head-on into 5,360 ft. Arenal volcano, 95 miles north of San Jose shortly after taking off from La Fortuna. The pilot was flying VFR and deviated from his course by 12 miles, most likely to give passengers a view of the volcano which had erupted earlier in the week. The reason the crew did not see the volcano is not known. Possibly, with changing meteorological conditions in the area, the volcano may have been obscured by clouds. The plane, built in 1998, had been leased from Aeroperlas."|"c 12:10"|"10"
"Douglas C-47"|"32984"|"7"|"7"|"September 02, 2000"|"?"|"0"|"Mount Montezuma, Colombia"|"Military - Fuerza Aérea Colombiana"|"0"|"0"|"FAC1659"|"?"|"Flew into Mt. Montezuma."|"?"|"7"
"Beechcraft SKA 200"|"BB-47"|"1"|"1"|"September 04, 2000"|"?"|"0"|"Near Burketown, Australia"|"Charter - Central Air"|"7"|"7"|"VH-SKC"|"Perth - ?"|"Shortly after departing Perth and after the aircraft had climbed through its assigned altitude, the pilot’s speech became significantly impaired and he appeared unable to respond to ATS instructions. Open microphone transmissions over the next 8-minutes revealed the progressive deterioration of the pilot towards unconsciousness and the absence of any sounds of passenger activity in the aircraft. No human response of any kind was detected for the remainder of the flight. Five hours after taking off from Perth, the aircraft impacted the ground 65 km ESE of Burketown, Queensland, and was destroyed. Incapacitation of the pilot and passengers a result of hypobaric hypoxia due to the aircraft being fully or partially unpressurised and their not receiving supplemental oxygen. The investigation could not determine the reason for the aircraft being unpressurised, or why the pilot and passengers did not receive supplemental oxygen."|"15:10Z"|"8"
"Mil Mi-17"|"?"|"2"|"2"|"September 16, 2000"|"?"|"0"|"Kumarapura, Sri Lanka"|"Military - Sri Lanka Air Force"|"12"|"12"|"?"|"Colombo - Kalmunai"|"The Air Force helicopter was on a domestic flight when it cashed into mountainous terrain 75 km from Colombo. The helicopter’s pilot had contacted air traffic controllers saying he had problems with visibility and was lowering his altitude. Sri Lanka, Muslim Congress leader M. H. M. Ashraff, 52, along with members of his entourage were killed."|"09:25"|"14"
"Piper PA-31-350 Navajo"|"8275013"|"1"|"1"|"September 18, 2000"|"181"|"0"|"Nuiqsut, Alaska"|"Cape Smythe Air Service"|"9"|"4"|"N220CS"|"Deadhorse - Nuiqsut"|"The belly cargo pod  lightly scraped the runway for about 40 feet, but the airplane transitioned to a climb. As the airplane began climbing away from the runway, the landing gear was observed to extend. The airplane climbed to about 100 to 150 feet above the ground, and then began a descending left turn. The airplane collided with the ground on a 95 degree heading. The wreckage path extended for about 300 feet, during which the landing gear, left wing, and the left engine separated from the airplane. A postcrash fire destroyed the fuselage, right wing, and the right engine. The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush. Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist."|"15:10"|"10"
"McDonnell Douglas DC-9-31"|"47501/571"|"5"|"0"|"October 06, 2000"|"250"|"4"|"Reynosa, Mexico"|"Aeromexico"|"83"|"0"|"N936ML"|"Mexico City - Reynosa - Matamoros"|"The aircraft overshot the runway near Reynosa, Mexico and crashed into vehicles and houses coming to rest in a canal. The accident happened during a heavy rainstorm. The lights at the airport were out due to the storm and contact with the tower was lost. No passengers were killed aboard the aircraft but four people were killed on the ground."|"16:55"|"88"
"Shorts SC.7 Skyvan 3-100"|"SH-1953"|"2"|"2"|"October 08, 2000"|"?"|"0"|"Port Radium, Northwest Territories, Canada"|"Summit Air Charters"|"1"|"1"|"C-FSDZ"|"Kuglluktuk - Yellowknife"|"The chartered cargo plane hit tree tops and discintegrated while attempting to land. Although the pilot and the aircraft were certified for instrument flight, the pilot apparently continued to fly in accordance with visual flight rules after encountering marginal weather conditions and reduced visibility. For undetermined reasons, the pilot descended below the elevation of the terrain surrounding the airstrip, resulting in a controlled-flight-into-terrain accident."|"15:20"|"3"
"Cessna 208B Caravan I Super Cargomaster"|"208B-0192"|"1"|"1"|"October 09, 2000"|"665"|"0"|"Lummi Island, Washington"|"Empire Airlines"|"0"|"0"|"N941FE"|"Bellingham - Eastsound-Orcas Island"|"After receiving special VFR clearance the cargo plane flew into a small hill. The pilot's attempted flight into known adverse weather conditions, and his subsequent failure to maintain altitude above, or clearance with, trees. Factors contributing to the accident included low ceilings, fog, the pilot's low-altitude flight, rising terrain, and trees."|"09:50"|"1"
"Canadair CL-600-2B16 Challenger 604"|"5991"|"3"|"2"|"October 10, 2000"|"?"|"0"|"Wichita, Kansas"|"Bombardier Aerospace"|"0"|"0"|"C-FTBZ"|"Test flight"|"The cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. Contributing to the accident were Bombardier's inadequate flight planning procedures for the Challenger flight test program and the lack of direct, on-site operational oversight by Transport Canada and the Federal Aviation Administration."|"14:52"|"3"
"Cessna 335"|"335-0064"|"1"|"1"|"October 16, 2000"|"?"|"0"|"Hillsboro, Missouri"|"Private"|"2"|"2"|"N8354N"|"St. Louis - New Madrid"|"The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane."|"17:33"|"3"
"Harbin Yunshuji Y-12-II"|"86"|"2"|"0"|"October 19, 2000"|"703"|"0"|"Near Sam Neua, Laos"|"Lao Aviation"|"15"|"8"|"RDPL-34130"|"Vientiane - Sam Neua"|"The aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to Sam Neua."|"12:12"|"17"
"Ilyushin IL-18D"|"187010602"|"11"|"11"|"October 25, 2000"|"?"|"0"|"Near Batumi, Republic of Georgia"|"Military - Russian Air Force"|"75"|"75"|"RA-74295"|"Moscow - Batumi"|"Communications were lost with the aircraft as it approached Mt. Tirina at 4,250 feet, preparing to land at Batumi. The aircraft was seen rapidly descending into mountainous terrain. A large explosion followed as the plane crashed somewhere between the towns of  Batumi and Kabuleti in heavy rain. Navigation error made by the crew in the final stage of the landing approach. Error by the Batumi ATC who failed to locate the plane and conform it to the crew. Erroneous data shown by ground radio-technical facilities at Batumi airport."|"18:15"|"86"
"Boeing B-747-412"|"28023/1099"|"20"|"4"|"October 31, 2000"|"006"|"0"|"Taipei, Taiwan"|"Singapore Airlines"|"159"|"79"|"9V-SPK"|"Taipei - Los Angeles"|"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing."|"23:17"|"179"
"Antonov AN-26"|"27312009"|"5"|"5"|"October 31, 2000"|"?"|"0"|"Near Monaquimbundo, Angola"|"Aca-Ancargo"|"39"|"39"|"D2-FDI"|"Saurimo - Luanda"|"The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane."|"11:27"|"44"
"Antonov 32B"|"3406"|"6"|"1"|"November 07, 2000"|"?"|"0"|"Luabo, Democratic Republic Congo"|"Malu Aviation"|"5"|"1"|"ER-AFA"|"?"|"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire."|"?"|"11"
"Swearingen SA.226TC Metro II"|"TC-255"|"1"|"1"|"November 09, 2000"|"?"|"0"|"Fort Wayne, Indiana"|"Superior Aviation"|"0"|"0"|"N731AC"|"Fort Wayne, IN - Milwaukee, WI"|"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command."|"01:23"|"1"
"Antonov AN-26"|"PESA001"|"5"|"5"|"November 15, 2000"|"?"|"0"|"Near Luanda, Angola"|"Asa Pesada"|"52"|"52"|"D2-FCG"|"Luanda - Namibe"|"The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure."|"c 13:05"|"57"
"Airbus A300-600R"|"463"|"9"|"1"|"November 20, 2000"|"?"|"0"|"Miami, Florida"|"American Airlines"|"105"|"0"|"N14056"|"Miami, FL - Port au Prince"|"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac."|"12:22"|"114"
"Aerospatiale SN-601 Corvette"|"27"|"2"|"1"|"November 25, 2000"|"?"|"0"|"Cordoba, Spain"|"Mayoral Executive Jet"|"0"|"0"|"EC-DQG"|"Malaga - Cordoba"|"During the approach, the plane, on a positioning flight, hit electric lines, then the ground and finally an unoccupied building."|"06:04"|"2"
"Cessna 206"|"?"|"1"|"1"|"December 11, 2000"|"?"|"0"|"Near Sumacal, Beni, BO"|"Servicio Aereo Manchupo"|"5"|"5"|"CP-1721"|"Cashaschanes - Sumacal"|"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire."|"14:45"|"6"
"Shaanxi Yunshuji Y-8/Yunshuji Y-8"|"?"|"16"|"16"|"January 04, 2001"|"?"|"6"|"Zheng Zou AB, China"|"Military - People's Liberation Army"|"0"|"0"|"31242/31243"|"Training"|"Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground."|"?"|"16"
"CASA 212-MP Aviocar 200"|"223/63N"|"9"|"9"|"January 08, 2001"|"?"|"0"|"Near Silimo, Indonesia"|"Military - Tentara Nasional Indonesia Navy"|"0"|"0"|"U-614"|"Timika - Jayapura"|"Struck Timika Peak at 11,800 ft. shortly after taking off."|"?"|"9"
